name,tags,categories
mask-snorkel,scuba|submerge|freediving|diver|location|spot|gear|equipment|vacation|summer_holiday|seaside|beach|ocean|depth|deep|underwater|oxygen|o2|breathe|air|aquatic|encounter|exploration|observe|view|fish|marine_life|tourism,travel|maps
meal-box,brunch|lunch|dinner|tray|bento|sushi|noodles|culinary|cuisine|asian|japanese|chinese|oriental|eastern|microwave|ready|frozen|packaging,food-beverage
mortar-pestle,bowl|crush|grind|ingredients|herbs|spices|cooking|cookery|culinary|kitchen|equipment|utensil,food-beverage|tools|home
motor-racing-helmet,driving|driver|racer|formula_one|formula_1|f1|car|motorcyle|motorbike|vehicle|safety|protection|headgear|crash,sports|transportation|gaming
mug-teabag,cup|hot|drink|cafe,food-beverage
mug,cup|hot|drink|cafe|tea|barista,food-beverage
mustache,moustache|facial_hair|hairdresser|barbers|grooming|cut|shave|shop|salon|service,maps|people|social
olive,grove|extra_virgin|oil|ingredient|cooking|cookery|kitchen|cuisine|eating|nutrition|diet|mediterranean|bitter|fruit|cocktail,food-beverage
onion,flavor|flavour|vegetable|ingredient|cooking|cookery|kitchen|cuisine|eating|nutrition|diet,food-beverage
owl,wise|wisdom|wings|bird|avian|tawny|perch|wildlife|nocturnal|knowledge|learning|education|hoot,animals
pac-man-ghost,arcade|classic|retro|phantom|spooky|halloween|costume|sheet,gaming
pac-man,eat|munch|consume|arcade|classic|retro,gaming
palmtree-island-sun,desert_island|summer_holiday|vacation|retreat|relax|leisure|tropical|beach|resort|exotic|stranded|castaway|isolated|isolation,nature|travel
pancakes,shrove_tuesday|maple_syrup|dripping|fast_food|junk_food|snack|sweet|dish|restaurant|breakfast|brunch|dessert|meal|cookery|cooking,food-beverage
peace,harmony|symbol|unity|quiet|calm|rest|tranquility|sprituality|meditation|wellbeing|lifestyle|culture|philosopy|freedom|hippy|hippie|1960s,social|sustainability
peach,fruit|nectarine|apricot|plum|damson|cherry|juice|smoothie|jam|conserve|preserve|sweet|snack|meal|lunch|eating|healthy|nutrition|diet,food-beverage
pear,fruit|snack|meal|lunch|eating|healthy|nutrition|diet,food-beverage|shapes
penguin,pingu|bird|arctic|aquatic|flightless|linux,animals|development
pepper-chilli,chili|chile|hot|spicy|spice|flavor|flavour|vegetable|ingredient|cooking|cookery|kitchen|cuisine|culinary|eating|nutrition|diet,food-beverage
pie,tart|quiche|patty|flan|strudel|bakery|pastry|homemade|hot|steaming|cookery|oven,food-beverage
pig-head,piggy|piglet|hog|boar|swine|snout|trough|greedy|farmyard|sty|mud|meat|pork|bacon|butcher|hoofs|hooved|mammal,animals|food-beverage
pig,piggy|piglet|hog|boar|swine|snout|trough|greedy|farmyard|sty|mud|meat|pork|bacon|butcher|hoofs|hooved|mammal,animals|food-beverage
pillow,pillowcase|extra|bedding|cushion|headrest|sheets|soft|support|sleep|rest,home|furniture|travel
pin-safety-open,unsafe|unsecured|unpinned|unfastened|loose|off|baby|newborn|childproof|children|infant|kids|toddler|mother|mum|family,people|security|account|home|shopping
pin-safety,pinned|secured|fastened|fixed|baby|newborn|childproof|children|infant|kids|toddler|mother|mum|family,people|security|account|home|shopping
pineapple-ring,segments|chunks|canned_fruit|tinned_fruit|juice|smoothie|cocktail|tropical|sweet|snack|meal|lunch|eating|healthy|nutrition|diet,food-beverage
planet,ringed|orbit|saturn|interplanetary|space|galaxy|universe|astro,account|social|shapes|multimedia|weather|emoji|gaming|science
pond,marsh|bog|pool|lake|lily_pads|water_lillies|lotus_flowers|leaves|reeds|plants|aquatic|preserve|wildlife|flora,nature|sustainability|maps
pound-sterling-circle,finance|financial|markets|exchange|trader|trading|transaction|payment|coin|british|gbp,currency|money|shapes
pound-sterling-square,finance|financial|markets|exchange|trader|trading|transaction|payment|british|gbp|toolbar|button,currency|money|shapes
pram,baby|newborn|children|infant|kids|toddler|mother|mum|family|buggy|stroller|pushchair|wheels,transportation|people
pretzel,bakery|cooking|food|pastry,food-beverage
pumpkin,halloween|horror|creepy|spooky|frightening|fruit|spice,food-beverage
razor-blade,cut|slice|shaving|shave|trim|style|edge|beard|stubble|mens|grooming|toiletries|bathroom|amenities,home|travel|tools
razor,shaving|shaver|trimmer|styler|edger|beard|stubble|mens|grooming|toiletries|bathroom|amenities,home|travel|tools
reel-thread,needle|sewing|stitch|embroidery|waeve|woven|fabric|material|cloth|cotton|textile|string|unravel|unroll,home|tools|social
refrigerator-freezer,fridge|freezer|cooler|icebox|chiller|cold_storage|appliances,food-beverage|home
remove-formatting-square,delete|clear|cancel|normalise|normalize|styling|plain_text|font|typography|slab_serif|writing|writer|prose|content|markdown|markup|x|times,text|tools|design|development
rugby,goal|score|posts|kicker|pitch|team|scrum|ruck|ball,sports|gaming
russian-ruble-circle,finance|financial|markets|exchange|trader|trading|transaction|payment|coin|rub,currency|money|shapes
russian-ruble-square,finance|financial|markets|exchange|trader|trading|transaction|payment|rub|toolbar|button,currency|money|shapes
sausage,banger|wiener|wurst|hot_dog|jumbo|chorizo|meat|pork|fast_food|junk_food|snack|dish|restaurant|lunch|meal|savory|savoury|cookery|cooking|grilled|barbecue|barbeque|bbq,food-beverage
scarf,wooly|woolly|winter|cold|neckwear|apparel|fashion|knitting,shopping|seasons
scissors-hair-comb,hairdresser|grooming|cut|chop|snip|shave|shop|salon|service,maps|tools|people|social
shark,pectoral|fishing|infested|waters|warning|danger|alert|jaws|attack|aquatic|encounter|marine_life|tourism|seaside|beach|ocean|depth|deep,animals|travel
shave-face,shavers_only|electric|electronics|socket|plug|razor|beard|stubble|mens|grooming|toiletries|bathroom|amenities,home|travel|connectivity|devices|tools
shirt-folded-buttons,ironed|pressed|top|henley|store|clothing|clothes|apparel|attire|fashion|formal|dressy|smart|occasion|gathering|dinner|restaurant|waiter|uniform|office_wear|work|thread|cotton|slim_fit|regular|basics,shopping
shirt-long-sleeve,jersey|top|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular|basics|undergarment|layer,shopping
shirt-t-ruler,fit|sizes|sizing|measurements|tailored|t-shirt|jersey|store|clothing|clothes|apparel|attire|fashion|casual|slim|regular,shopping
shirt-t-v-neck,jersey|t-shirt|top|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular|basics|undergarment|layer,shopping
shirt-t,jersey|t-shirt|top|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular|basics,shopping
shorts-boxer,boxers|briefs|underpants|trunks|underwear|mens|boys|bottoms|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular,shopping
shorts,chino|cargo|denim|beachwear|bottoms|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular,shopping
shovel-dig,spade|gardening|equipment|soil|dirt|dig|excavate|bury|buried|treasure|seaside|summer_holiday|beach|sandcastle|sandbox|toys|kids|children|play|bucket,nature|home|tools|travel|gaming
shower,bathroom|amenities|services|steam|clean|wash,home|travel
skirt,dress|bottom|womens|girls|female|ladies|store|sexy|classy|clothing|clothes|apparel|attire|outfit|fashion|formal|smart|elegant|nightlife|club|party|occasion|gathering|thread|cotton,shopping
skis,skiing|poles|slope|slalom|winter_holiday|vacation|trip|snow|equipment,sports|seasons
slot-card-credit,debit|visa|mastercard|bank|atm|cash_machine|cash_point|withdrawal|finance|financial|spending|budget|purchase|payment|cc|shopping|retail|store|mall|consumer|loyalty|points|cashback|transaction|instructions|port|input|insert|slide|push,account|money|devices
slot-card,sd|sim|data|format|floppy_disk|save|storage|flash|drive|digital|smartphone|mobile|instructions|port|input|insert|slide|push,multimedia|files|devices|photography
slot-disc,data|backup|save|storage|capacity|megabytes|mb|gigabytes|gb|format|digital|read|write|rw|cd|dvd|minidisc|drive|tray|walkman|player|playback|listen|audio|music|instructions|port|input|insert|slide|push,multimedia|devices|files
sneaker,trainer|shoe|footwear|store|clothing|clothes|apparel|attire|outfit|fashion|casual|exercise|running|jogging,shopping|sports
snowboard,slope|winter_holiday|vacation|trip|equipment,sports|seasons
snowman,cold|freeze|frozen|winter,weather|seasons
soap-bar,toiletries|amenities|bathroom|shower|clean|wash|lather|bubbles,home|travel
soccer-ball,football|futbol|kick|pitch|goal|score|bounce,sports|gaming
soccer-pitch,football|field|stadium|ground|surface|grass|futbol|kick|goal|score|bounce,sports|gaming
socket-eu,electricity|electronics|outlet|plug|european|two_pin|2_pin,devices|connectivity|travel|tools
socket-uk,electricity|electronics|outlet|plug|united_kingdom|great_britain|england|three_pin|3_pin,devices|connectivity|travel|tools
socket-usa,electricity|electronics|outlet|plug|united_states|american|two_pin|2_pin,devices|connectivity|travel|tools
socks,feet|foot|underwear|undergarment|store|clothing|clothes|apparel|attire|fashion|thread|cotton,shopping
spider-web,silk|weave|insects|arachnids|arachnophobia|fear|frightening|horror|halloween|creepy|lair|trap|entangle,nature|animals
spider,silk|web|weave|insect|bite|fangs|venom|poison|arachnid|arachnophobia|fear|frightening|horror|halloween|creepy,animals
stairs-arch,steps|staircase|stairway|basement|cellar|amenities,buildings
stairs-arrow-down-left,steps|stairwell|staircase|basement_access|ground_floor|levels|hotel|accommodation|emergency_exit|safety|signage|directions|diagonal,buildings|travel|home|arrows
stairs-arrow-up-right,steps|stairwell|staircase|rooftop_access|top_floor|penthouse_suite|levels|hotel|accommodation|emergency_exit|safety|signage|directions|diagonal,buildings|travel|home|arrows
stairs,steps|staircase|stairway,buildings
star-north,guide|directions|dark|night|sky|twinkle|sparkle|shine|planet|space|galaxy|universe|astro,navigation|science
steering-wheel,driving|driver|racing|racer|motor_sport|formula_one|formula_1|f1|car|vehicle|direction,sports|transportation|gaming
strawberry,fruit|berries|smoothie|sweet|snack|meal|lunch|jam|conserve|preserve|eating|healthy|nutrition|diet,food-beverage
strikethrough-square,correction|cross_out|redacted|delete|remove|toolbar|formatting|styling|plain_text|rich_text|rtf|typography|font|sans_serif|writing|writer|prose|content|markdown|markup,text|tools|design|development
stroller,baby|newborn|children|infant|kids|toddler|mother|mum|family|buggy|pram|pushchair|wheels,transportation|people
sunlounger-parasol-sun-palmtree,shade|sunbathing|summer_holiday|vacation|retreat|relax|leisure|tropical|island|beach|resort|exotic,travel
sunlounger-parasol-sun,shade|sunbathing|summer_holiday|vacation|retreat|relax|leisure|tropical|island|beach|resort|exotic,travel
sunlounger-parasol-table,shade|sunbathing|summer_holiday|vacation|retreat|relax|leisure|tropical|island|beach|resort|exotic,travel
surfboard,bodyboard|surfer|summer_holiday|seaside|beach|waves|wind|tidal|tide|ocean|baywatch|lifesaver|lifeguard|coastguard|equipment|emergency|rescue,travel|sports|gaming
sushi-2,rice|raw_fish|nori|seaweed|kale|snack|brunch|lunch|dinner|culinary|cuisine|asian|japanese|chinese|oriental|eastern,food-beverage
sushi-3,rice|raw_fish|salmon|tuna|snack|brunch|lunch|dinner|culinary|cuisine|asian|japanese|chinese|oriental|eastern,food-beverage
sushi-chopsticks,rice|raw_fish|nori|seaweed|kale|snack|brunch|lunch|dinner|culinary|cuisine|asian|japanese|chinese|oriental|eastern,food-beverage|tools
sushi,rice|raw_fish|nori|seaweed|kale|snack|brunch|lunch|dinner|culinary|cuisine|asian|japanese|chinese|oriental|eastern,food-beverage
sweater,jumper|jersey|pullover|warmth|winter|christmas|xmas|thanksgiving|occasion|gathering,shopping|social|seasons
swiss-franc-circle,monetization|marketing|finance|financial|markets|exchange|trader|trading|transaction|payment|coin|chf,currency|money|shapes
swiss-franc-square,monetization|marketing|finance|financial|markets|exchange|trader|trading|transaction|payment|chf|toolbar|button,currency|money|shapes
tab-arrow-down,tab|save|session|download,layout
tab-arrow-up-right,tab|new|open|external|share,layout|social
tab-check,ballot|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|yes|aye|counted|confirm|tick|right|correct|confident|confidence|passed|output|result|log,layout|social|development
tab-dot,tab|unsaved|unread,layout
tab-plus,tab|new|open|add|restore,layout
tab-slash,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|spoiled|protest|no_confidence|discounted|disqualify|reject|none|output|log|or,layout|social|development
tab-text,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|manifesto|pledge|decision|decide|printout|punched_card|fax|paper|leaflet|pamphlet|instructions|office|output|result|log,layout|social|development|text
tab-x,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|no|reject|spoiled|cross|incorrect|no_confidence|wrong|error|output|result|log|close|remove|cancel,layout|social|development
tab,ballot|vote|poll|referendum|political|governance|government|democracy|democratic|social|decision|decide|undecided|unsure|printout|punched_card|fax|paper|office|output|result|log|blank|clear,layout|social|development
target-arrow,archery|crossbow|bullseye|hit|range,sports|gaming
tennis-ball,court|racquet|racket|net|deuce|love|bounce,sports|gaming
tennis-racket,court|racquet|net|deuce|love|bounce,sports|gaming
text-square,note|log|document|page|paper|sheet|list|script|code|editor,text|development
tie-bow-ribbon,gift|present|party|birthday|box|decoration|neckwear|female|girls|kids|children|toys|doll|accessories|apparel,shopping|social
tie-bow,neckwear|gentleman|mens|boys|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|fancy|dressy|smart|classic|refined|elegant|evening|black_tie_event|occasion|tuxedo|wedding|groom|gathering|dinner|restaurant|waiter|uniform|service|serve,shopping|social
tie,neckwear|gentleman|mens|boys|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|fancy|dressy|smart|classic|refined|elegant|evening|black_tie_event|occasion|gathering|dinner|restaurant|waiter|uniform|service|serve,shopping|social
tire,tyre|wheel|hubcap|rubber|trim|automobile|vehicle|rim|axle,transportation|maps
toast,bread|butter|spread|jam|conserve|preserve|marmalade|continental_breakfast|brunch|meal|morning,food-beverage
toaster,heat|burnt|bread|breakfast|morning|kitchen|appliances|amenities|electric,food-beverage|home|devices
toilet-roll,paper|sheets|lavatory|latrine|loo|bog|poo|privy|bathroom|toiletries|sanitation|clean|hospitality|housekeeping|room_service|amenities|unravel|perforated|dashed,home|travel
toolbox-2,tools|trunk|chest|storage|utility|utilities|container|kit|set,tools|home
toolbox,tools|trunk|chest|storage|utility|utilities|container|kit|set,tools|home
top-crop,brassiere|breasts|boobs|tops|womens|girls|female|ladies|sportswear|exercise|fitness|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual,shopping|sports
towel-folded,towels|flannel|bathroom|toiletries|sanitation|sheets|bedding|clean|fresh|dry|laundry|laundrette|hospitality|housekeeping|room_service|robe|spa_break|health_club|amenities,home|travel
towel-rack,flannel|bathroom|toiletries|sanitation|clean|fresh|dry|laundry|laundrette|hospitality|housekeeping|room_service|spa_break|health_club|amenities|hanging,home|travel
trees-forest,evergreen|forest|woodland|park|preserve|lumber|logging|outdoors|wildlife|habitat|botanical|flora,nature|seasons|sustainability|maps
triangle-stripes,equilateral|delta|shape|pyramid|levels|structure|hierarchy|maslow|needs|wellbeing,social|sustainability|shapes
trousers,jeans|denim|corduroy|chinos|cargo|pants|bottoms|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|skinny|regular,shopping
tuxedo,blazer|buttons|shirt|suit|gentleman|mens|boys|top|store|clothing|clothes|accessories|apparel|attire|outfit|fashion|formal|dressy|dinner|restaurant|waiter|uniform|smart|classic|refined|elegant|evening_wear|black_tie_event|special_occasion|wedding|groom|gathering|thread|tailored|regular|slim_fit|service|serve,shopping|social
type-square,toolbar|formatting|styling|plain_text|rich_text|rtf|typography|fonts|font_book|collection|slab_serif|writing|writer|prose|content|markdown|markup,text|tools|design|development
ufo,unidentified_flying_object|flying_saucer|spaceship|spacecraft|aliens|extraterrestrial|abduction|beam|crop_circles|area_51|outer_space|lightyears|interstellar_travel|interplanetary|galactic|universe|explore|stars,science|transportation|gaming
underline-square,highlight|emphasis|emphasize|toolbar|formatting|styling|plain_text|rich_text|rtf|typography|font|sans_serif|writing|writer|prose|content|markdown|markup,text|tools|design|development
unicorn-head,rare|unique|horn|fairy_tale|nursery|story|fictional|imaginary|imagination,animals|gaming
venn,venn_diagram|overlap|compare|common|blend_mode|opacity|transparency,design|charts
vest,underwear|undergarment|mens|boys|top|waistcoat|sleeveless|sportswear|exercise|fitness|summer_holiday|beachwear|bathing|seaside|store|clothing|clothes|apparel|attire|fashion|thread|cotton|casual|slim_fit|regular,shopping|sports|travel
volleyball,beach|sand|net|holiday|vacation|summer|soccer|football|futbol|kick|pitch|goal|score|bounce|leather|wool|yarn|knitting|sewing|thread|embroidery|textile,sports|gaming|travel|home
waffle,syrup|fast_food|junk_food|snack|sweet|dish|restaurant|breakfast|brunch|dessert|meal|cookery|cooking,food-beverage
wardrobe,closet|cupboard|shelves|drawer|storage|clothes|clothing|apparel,furniture
watch-activity,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|pulse|levels|heart_rate_monitor|vital_signs|vitals|health|exercise|fitness|running|jogging|tracking|action|motion|movement|audio|waveform|sound,time|devices|sports|medical
watch-alarm,beep|ring|clock|timer|stopwatch|alarm|alert|wear|wrist|strap|face|mechanical|analog|analogue|round|circle,time|devices
watch-bars,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|mobile|levels|chart|statistics|tracking|monitor|activity|exercise|fitness|running|jogging|audio|waveform|sound|vertical,time|devices|sports
watch-charging,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|battery|recharge|power|energy|zap,time|devices
watch-check,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|done|todo|tick|complete|task,time|devices|notifications
watch-loader,polar|clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|loading|wait|busy|progress|spinner|spinning|throbber,time|devices
watch-music,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|playback|audio|sound|semiquaver|sixteenth_note,time|devices|multimedia
watch-square-alarm,beep|ring|clock|timer|stopwatch|alarm|alert|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile,time|devices
watch-square,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile,time|devices
watch-text,clock|wearable|wrist|strap|face|digital|touchscreen|smart|gadget|technology|mobile|levels|chart|statistics|tracking|monitor|activity|exercise|fitness|running|jogging|audio|sound|vertical|information|message|read|horizontal,time|devices|sports|social
watermelon,snack|meal|lunch|juice|smoothie|eating|healthy|nutrition|diet|fruit_machine|slots|gambling|jackpot,food-beverage|gaming
wave-circle,surfing|tidal|tide|water|aqua|seaside|beach|ocean|curl,weather|travel
waves-birds,water|aqua|seaside|view|picturesque|tourism|summer_holiday|beach|ocean|flow,maps|travel
waves-shark-fin,pectoral|fishing|infested|waters|warning|danger|alert|jaws|attack|aquatic|encounter|marine_life|tourism|seaside|beach|ocean|depth|deep,travel|animals
whale-narwhal,narwhale|horn|tusk|fishing|fins|blowhole|blubber|barnacles|plankton|krill|sealife|ocean|aquatic|water|depth|deep|dive|diving|marine|mammal|school|calf,animals
whale,porpoise|fishing|fins|blowhole|blubber|barnacles|plankton|krill|sealife|ocean|aquatic|water|depth|deep|dive|diving|marine|mammal|school|calf|docker|containers|environment,animals|development
wheel,tire|rim|hub|spoke|cog|pulley|gear|turning|disk|circle|revolve|rotate|spin|roll|cart|bike|wagon|water_wheel|axle|turn,transportation|maps
whisk-fork-knife,utensils|kitchenware|cutlery|culinary|cooking|cookery|restaurant|chef|mix|cut|slice|eat|meal|dinner,food-beverage|home|tools
whisk,utensils|kitchenware|cutlery|culinary|cooking|cookery|restaurant|chef|mix,food-beverage|home|tools
whisks,kitchen|utensils|cutlery|culinary|cooking|cookery|restaurant|chef|mix,food-beverage|tools
windmill,sails|turbine|electricity|power|energy|renewables,buildings|maps|sustainability
wine-glass-bottle,alcohol|drink|glass|goblet|chalice|vineyard|winery|red|white|rose|dry|sparkling|bar|party|nightclub|nightlife|sommelier|restaurant|dinner|meal,food-beverage|social
yarn-ball,wool|thread|needle|sewing|stitch|embroidery|waeve|woven|fabric|material|cloth|cotton|textile|string|unravel|unroll|code|conding|package_manager|npm,home|social|development
yin-yang,yinyang|contrast|opposites|interconnected|balance|unity|chinese|culture|philosopy|chaos|calm|rest|tranquility|peace|harmony|energy|aura|sprituality|meditation|wellbeing|lifestyle|symbol,social|accessibility|sustainability
